Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.budgetgolf.com/bridgestone-tour-b-rx-personalized-yellow-golf-balls.html
12 recently purchased it.,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.bulbhead.com/products/hurricane-spin-duster-2-pack
2 people are viewing this,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.bulbhead.com/products/hurricane-spin-duster-2-pack
Someone from Airdrie & 10820 others bought this item recently.,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.canadaweeddispensary.ca/product/sour-gummy-edibles-candy-bags-lots-of-flavours-available/
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.carmodsaustralia.com.au/pitch-sop-mount-subaru.html
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,On product image,Social Proof,Activity Notification,Product Page,No,https://www.carpetright.co.uk/carpets/super-top-twist-plain-carpet
89 currently viewing,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.catch.com.au/event/tommy-hilfiger-watches-belts-wallets-88523/
"Our most recent customers are from New Rochelle, Roseville, and Brooksville",Top left corner popup,Social Proof,Activity Notification,Product Page,No,https://www.centralvapors.com/diy-ejuice-kit/
HOT PRODUCT Over 250 people are looking at this item.,Product image,Social Proof,Activity Notification,Product Page,No,https://www.chainreactioncycles.com/us/en/tacx-neo-direct-drive-smart-trainer/rp-prod138157
Other people want this. 10 people have this in their cart right now.,Below the cart button. Randomized.,Social Proof,Activity Notification,Product Page,Yes,https://www.cityfurniture.com/zs-slumber-firm-memory-foam-mattress-set.html
88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,Above product image,Social Proof,Activity Notification,Product Page,No,https://www.claires.com/us/fuzzy-rainbow-unicorn-lock-box-233499.html?pid=233499&cgid=1#prefn1=brandName&prefv1=Claire's%7CClaire's+Club&start=2
143 BOUGHT,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.cobone.com/en/deals/dubai/fun-city-play-membership-landmark/86605
"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.colorit.com/collections/featured/products/colorful-unicorns-illustrated-by-terbit-basuki
5338 people bought this,Product image. Adds 21 to count when less than some number.,Social Proof,Activity Notification,Product Page,Yes,https://www.coolwinks.com/eyeglasses/Graviate-gold-fullframe-pilot-eyeglasses-men-product-E25C6662/
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.couturecandy.com/collections/swimwear/products/lolli-swimwear-top-knot-one-piece-salty-kiss
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.crossrope.com/products/infinity-rope-system/get-lean-jump-rope-set
"Son in Suisun City, United States purchased Commander Lex",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.currenstore.com/products/pioneer-galaxy
31 have it in their cart,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,Yes,https://www.currenstore.com/products/pioneer-galaxy
69 people are viewing this,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,Yes,https://www.currenstore.com/products/pioneer-galaxy
"Rick in Columbia, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.d-fantix.com/collections/3x3/products/d-fantix-shengshou-mirror-cube-3x3-speed-unequal-cube-puzzles-golden-black?variant=33327473298
"Someone in DOVER, United States just bought Crew 15 mins ago",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.daziusa.com/products/blue-bloom
James from Colonia purchased a,Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.diamondcbd.com/products/unflavored-diamond-cbd-oil-1500mg
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.dicksmith.co.nz/dn/buy/dji-phantom-3-4k-integrated-uhd-4k-stabilised-camera-official-dji-refurbished-drone/
146 people recently purchased this.,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.diffeyewear.com/collections/blue-light-blocking-glasses/products/tara-pink-crystal-blue-light-technology-clear
"estiven in Deer Park, United States purchased PreWash™ 4 oz",Lower left corner,Social Proof,Activity Notification,Product Page,No,https://www.dipyourcar.com/collections/beginner-kits/products/matte-black-car-kit
9 people are currently viewing this product,Top right corner,Social Proof,Activity Notification,Product Page,No,https://www.dipyourcar.com/collections/beginner-kits/products/matte-black-car-kit
"Michael M. from Lacey, WA just bought a Cal King",Right corner,Social Proof,Activity Notification,Product Page,No,https://www.dreamcloudsleep.com/mattress
1 people bought Jotter To Do Refill in the last few hours,Popup in the bottom of page,Social Proof,Activity Notification,Product Page,No,https://www.duluthpack.com/products/rucksack-backpack?variant=13188189487163
308 viewed per day,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.ebay.ca/itm/Latest-MacBook-Pro-15-Intel-6-Core-8th-Gen-i9-16GB-DDR4-2TB-SSD-Radeon-555X/323583520166?_trkparms=pageci%3A77bdfc1c-24e9-11e9-9161-74dbd1803c12%7Cparentrq%3Aa1297a3a1680aadc1eb08c76ffe409c4%7Ciid%3A1
7 sold in last 24 hours,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.ebay.co.uk/itm/BTW-Back-To-Wall-Pan-Round-Toilet-WC-Modern-Quick-Release-Soft-Close-Seat-White/222848306763?var=521687645552&_trkparms=%26rpp_cid%3D5c49d4f39cd215576d53f0e1%26rpp_icid%3D5c472d2b8fa6f916a19fa70a
2 viewed per hour,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.ebay.ph/itm/CNY2019-Apple-iPhone-XS-256GB-Silver-5-8-Factory-Unlocked-Agsbeagle/283172208894?_trkparms=pageci%3A61c15e46-2598-11e9-bffd-74dbd18004bc%7Cparentrq%3Aa5a3cb7a1680aca48f76dc29ffe48162%7Ciid%3A1
"Jeremy in Stockton, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.eightvape.com/collections/batteries-1/products/golisi-21700-3750mah-30a-battery-pack-of-2
57 PEOPLE HAVE LOOKED AT THIS TODAY,Product image corner,Social Proof,Activity Notification,Product Page,No,https://www.eyewearbrands.com/designer-glasses/london-retro/london-retro-reggie/london-retro-reggie-tortoise-grey/
This is in 5 other carts.,Product detail hover,Social Proof,Activity Notification,Product Page,No,https://www.fashionphile.com/louis-vuitton-damier-ebene-graceful-mm-341372
Purchased 8 times in the last few days.,Product image,Social Proof,Activity Notification,Product Page,No,"https://www.fashionworld.co.uk/shop/burnout-t-shirt/rg900/product/details/show.action?pdBoUid=9196#colour:White,size:"
6 people have looked at this in the last few hrs.,Product image,Social Proof,Activity Notification,Product Page,No,"https://www.fashionworld.co.uk/shop/burnout-t-shirt/rg900/product/details/show.action?pdBoUid=9196#colour:White,size:"
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",Periodic popup. Hardcoded.,Social Proof,Activity Notification,Product Page,Yes,https://www.flatpyramid.com/3d-models/architecture-3d-models/objects/buildings/3d-building-001/
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.floraandfauna.com.au/eco.-sweet-almond-carrier-oil-95ml
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.freeshipdeals.com/products/magic-toy-truck
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.fugoo.com/fugoo-tough/
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Product image,Social Proof,Activity Notification,Product Page,No,https://www.glassesdirect.co.uk/glasses/remington/?prca=PRCA50034077&tmsb=9v7bvje&tmrl=brtse&tmsl=4-product-carousel&tmty=w&tmcv=44&tmcs=ozfyukn&aspect=front
7 sold in the last 48 hours,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.golfavenue.com/us/cobra-ultralight-2018-white-grey-electricblue-cart-bag
210+ bought,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.groupon.com/deals/gg-cm-aesthetics-24k-gold-face-serum-with-hyaluronic-acid
"Someone in Chambersburg, Pennsylvania purchased",Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.hairfinity.com/us/en/shop/1-month-supply-hairfinity-vitamins-autoship
99 people are looking at this right now,Product image,Social Proof,Activity Notification,Product Page,No,https://www.halfords.com/technology/dash-cams/dash-cams/nextbase-dash-cam-312gw
11 people viewed this today!,Product image,Social Proof,Activity Notification,Product Page,No,https://www.harveynorman.com.sg/cameras-phones-and-gps/phones-and-gps/mobile-phones/samsung-galaxy-s10plus-512gb-wht.html
Last purchase was 18 minutes ago by someone from Dublin,Product image,Social Proof,Activity Notification,Product Page,No,https://www.harveynorman.ie/small-appliances/heating-and-cooling/radiators/mill-2000w-oil-filled-radiator-ab-h2000-dn.html
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,Periodoc popup,Social Proof,Activity Notification,Product Page,No,https://www.headphonezone.in/products/jays-a-jays-one-plus
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,Top left corner,Social Proof,Activity Notification,Product Page,No,https://www.healthrangerstore.com/collections/garden-tower-growbox-2-0-bug-out-vault/products/heirloom-tomato-pack
Viewed 1040 times in the last 7 days,Product detail section,Social Proof,Activity Notification,Product Page,No,https://www.herringshoes.co.uk/product-info.php?brandid=6&shoeid=15736&catid=42&fp_box_id=1
Hurry up! 6 people other than you have this product in their cart,Product detail,Social Proof,Activity Notification,Cart Page,Yes,https://www.hijup.com/en/blouse/50912-alka-top?h_source_url=%2Fen%2Ftags%2Fwelcoming-spring&h_source=welcoming-spring-page&h_medium=product-list&h_content=welcoming-spring
Hurry up! 22 people other than you have this product in their cart,Product detail,Social Proof,Activity Notification,Product Page,Yes,https://www.hijup.com/en/blouse/50912-alka-top?h_source_url=%2Fen%2Ftags%2Fwelcoming-spring&h_source=welcoming-spring-page&h_medium=product-list&h_content=welcoming-spring
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,Periodic popup,Social Proof,Activity Notification,Product Page,No,https://www.hiphopbling.com/products/gold-presidential-bracelet-with-watch-buckle
8 people have viewed this product today!,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.hipvan.com/products/levitate-mattress?ref=nav_dropdown
Don't miss out! We've sold 38 in the last few days.,Product image,Social Proof,Activity Notification,Product Page,No,https://www.hotter.com/us/en/brooke-shoes-brkexs?fit=&colour=Blood%20Orange%20Weave
52 people are looking at this right now.,Product image,Social Proof,Activity Notification,Product Page,No,https://www.hotter.com/us/en/brooke-shoes-brkexs?fit=&colour=Blood%20Orange%20Weave
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Left bottom corner,Social Proof,Activity Notification,Product Page,No,https://www.houzz.com/product/132346045-nourison-grafix-area-rug-navy-blue-710x910-contemporary-area-rugs
Over 38 bought,Product detail,Social Proof,Activity Notification,Product Page,No,https://www.hyperli.com/products/lamb_spit_braai_for_up_to_20_at_thymekitchen
